loan_id,user_id,book_id,library_id,n_access,loan_date,due_date,return_date,returned_by
422,166,371,5,2,2021-07-10,2021-07-24,2021-07-21,user
423,453,80,2,1,2021-07-11,2021-07-25,2021-07-25,system
424,565,578,2,2,2021-07-12,2021-07-26,2021-07-25,user
425,438,115,1,2,2021-07-12,2021-07-26,2021-07-23,user
426,575,64,4,2,2021-07-13,2021-07-27,2021-07-27,system
427,10,561,3,1,2021-07-13,2021-07-27,2021-07-26,user
428,115,518,2,1,2021-07-13,2021-07-27,2021-07-23,user
429,78,208,4,2,2021-07-13,2021-07-27,2021-07-25,user
430,153,587,5,1,2021-07-13,2021-07-27,2021-07-22,user
431,559,550,4,1,2021-07-13,2021-07-27,2021-07-25,user
432,37,154,4,2,2021-07-14,2021-07-28,2021-07-26,user
433,379,169,1,2,2021-07-15,2021-07-29,2021-07-24,user
434,597,336,6,2,2021-07-15,2021-07-29,2021-07-26,user
435,566,533,5,1,2021-07-15,2021-07-29,2021-07-29,system
436,152,453,3,2,2021-07-16,2021-07-30,2021-07-28,user
437,441,120,6,2,2021-07-17,2021-07-31,2021-07-30,user
438,131,211,1,2,2021-07-17,2021-07-31,2021-07-27,user
439,43,598,4,2,2021-07-17,2021-07-31,2021-07-27,user
440,316,501,3,2,2021-07-17,2021-07-31,2021-07-28,user
441,374,94,4,2,2021-07-17,2021-07-31,2021-07-28,user
442,41,523,1,2,2021-07-17,2021-07-31,2021-07-28,user
443,367,457,1,1,2021-07-18,2021-08-01,2021-07-26,user
444,216,57,3,1,2021-07-19,2021-08-02,2021-08-01,user
445,699,465,3,1,2021-07-20,2021-08-03,2021-07-28,user
446,256,136,4,2,2021-07-21,2021-08-04,2021-07-31,user
447,683,526,4,1,2021-07-21,2021-08-04,2021-08-02,user
448,106,426,6,1,2021-07-21,2021-08-04,2021-07-29,user
449,363,468,6,2,2021-07-22,2021-08-05,2021-08-03,user
450,574,578,2,1,2021-07-22,2021-08-05,2021-07-31,user
451,417,60,6,1,2021-07-22,2021-08-05,2021-08-01,user
452,636,573,3,1,2021-07-23,2021-08-06,2021-07-31,user
453,159,474,6,1,2021-07-23,2021-08-06,2021-08-02,user
454,243,316,4,2,2021-07-24,2021-08-07,2021-08-02,user
455,167,23,5,1,2021-07-24,2021-08-07,2021-08-02,user
456,182,406,4,1,2021-07-24,2021-08-07,2021-08-07,user
457,423,261,3,2,2021-07-25,2021-08-08,2021-08-04,user
458,26,4,4,2,2021-07-26,2021-08-09,2021-08-03,user
459,184,224,2,1,2021-07-26,2021-08-09,2021-08-09,system
460,341,593,5,2,2021-07-26,2021-08-09,2021-08-09,system
461,422,75,3,2,2021-07-27,2021-08-10,2021-08-09,user
462,686,47,5,1,2021-07-28,2021-08-11,2021-08-11,user
463,255,434,2,2,2021-07-28,2021-08-11,2021-08-07,user
464,274,353,5,1,2021-07-28,2021-08-11,2021-08-09,user
465,164,66,6,2,2021-07-29,2021-08-12,2021-08-10,user
466,111,555,3,1,2021-07-29,2021-08-12,2021-08-10,user
467,392,62,2,2,2021-07-29,2021-08-12,2021-08-10,user
468,40,71,5,2,2021-07-30,2021-08-13,2021-08-11,user
469,482,484,4,1,2021-07-31,2021-08-14,2021-08-09,user
470,228,33,3,1,2021-07-31,2021-08-14,2021-08-08,user
471,205,294,6,1,2021-08-01,2021-08-15,2021-08-09,user
472,472,419,5,1,2021-08-02,2021-08-16,2021-08-13,user
473,359,185,5,2,2021-08-03,2021-08-17,2021-08-13,user
474,313,139,1,1,2021-08-03,2021-08-17,2021-08-12,user
475,234,431,5,1,2021-08-04,2021-08-18,2021-08-13,user
476,229,384,6,1,2021-08-04,2021-08-18,2021-08-14,user
477,25,392,2,2,2021-08-04,2021-08-18,2021-08-14,user
478,676,460,4,2,2021-08-04,2021-08-18,2021-08-16,user
479,198,387,3,1,2021-08-04,2021-08-18,2021-08-13,user
480,409,385,1,1,2021-08-05,2021-08-19,2021-08-14,user
481,337,83,5,2,2021-08-05,2021-08-19,2021-08-15,user
482,286,553,1,1,2021-08-05,2021-08-19,2021-08-19,system
483,72,137,5,1,2021-08-05,2021-08-19,2021-08-15,user
484,286,357,3,2,2021-08-06,2021-08-20,2021-08-14,user
485,360,122,2,2,2021-08-07,2021-08-21,2021-08-19,user
486,657,183,3,1,2021-08-08,2021-08-22,2021-08-19,user
487,522,551,5,1,2021-08-09,2021-08-23,2021-08-21,user
488,410,403,1,1,2021-08-10,2021-08-24,2021-08-19,user
489,696,542,2,2,2021-08-10,2021-08-24,2021-08-23,user
490,550,131,5,2,2021-08-10,2021-08-24,2021-08-18,user
491,340,229,1,2,2021-08-11,2021-08-25,2021-08-24,user
492,29,4,4,2,2021-08-11,2021-08-25,2021-08-21,user
493,119,24,6,1,2021-08-12,2021-08-26,2021-08-26,user
494,268,306,6,1,2021-08-12,2021-08-26,2021-08-23,user
495,183,475,1,2,2021-08-12,2021-08-26,2021-08-21,user
496,595,558,6,1,2021-08-12,2021-08-26,2021-08-23,user
497,272,435,3,2,2021-08-13,2021-08-27,2021-08-27,user
498,40,545,5,2,2021-08-14,2021-08-28,2021-08-27,user
499,112,389,5,1,2021-08-14,2021-08-28,2021-08-27,user
500,611,236,2,2,2021-08-15,2021-08-29,2021-08-27,user
501,445,254,2,2,2021-08-16,2021-08-30,2021-08-30,user
502,354,472,4,2,2021-08-16,2021-08-30,2021-08-24,user
503,322,355,1,1,2021-08-16,2021-08-30,2021-08-28,user
504,447,159,3,2,2021-08-16,2021-08-30,2021-08-29,user
505,621,283,1,2,2021-08-16,2021-08-30,2021-08-26,user
506,524,194,2,1,2021-08-17,2021-08-31,2021-08-25,user
507,119,116,2,2,2021-08-17,2021-08-31,2021-08-30,user
508,395,33,3,2,2021-08-18,2021-09-01,2021-09-01,system
509,591,430,4,2,2021-08-18,2021-09-01,2021-08-30,user
510,195,17,5,2,2021-08-19,2021-09-02,2021-08-30,user
511,261,247,1,2,2021-08-19,2021-09-02,2021-08-27,user
512,46,212,2,1,2021-08-19,2021-09-02,2021-09-02,user
513,447,69,3,1,2021-08-19,2021-09-02,2021-08-27,user
514,2,104,2,2,2021-08-19,2021-09-02,2021-09-02,system
515,533,35,5,1,2021-08-19,2021-09-02,2021-08-29,user
516,552,458,2,1,2021-08-19,2021-09-02,2021-08-29,user
517,872,115,1,2,2021-08-19,2021-09-02,2021-08-31,user
518,704,50,2,1,2021-08-20,2021-09-03,2021-09-03,user
519,687,251,5,2,2021-08-21,2021-09-04,2021-09-01,user
520,202,46,4,1,2021-08-22,2021-09-05,2021-09-02,user
521,373,412,4,1,2021-08-22,2021-09-05,2021-09-05,system
522,781,183,3,1,2021-08-22,2021-09-05,2021-09-05,system
523,442,450,6,1,2021-08-23,2021-09-06,2021-08-31,user
524,72,240,6,1,2021-08-23,2021-09-06,2021-09-06,user
525,681,553,1,2,2021-08-24,2021-09-07,2021-09-07,system
526,339,223,1,1,2021-08-24,2021-09-07,2021-09-02,user
527,639,58,4,1,2021-08-24,2021-09-07,2021-09-06,user
528,322,144,6,2,2021-08-25,2021-09-08,2021-09-07,user
529,680,516,6,2,2021-08-26,2021-09-09,2021-09-09,user
530,128,297,3,1,2021-08-27,2021-09-10,2021-09-08,user
531,308,240,6,2,2021-08-27,2021-09-10,2021-09-04,user
532,520,590,2,2,2021-08-28,2021-09-11,2021-09-10,user
533,317,327,3,2,2021-08-28,2021-09-11,2021-09-11,user
534,832,593,5,1,2021-08-28,2021-09-11,2021-09-06,user
535,683,592,4,1,2021-08-29,2021-09-12,2021-09-11,user
536,419,329,5,1,2021-08-30,2021-09-13,2021-09-10,user
537,335,243,3,2,2021-08-31,2021-09-14,2021-09-08,user
538,413,310,4,1,2021-08-31,2021-09-14,2021-09-10,user
539,303,147,3,1,2021-09-01,2021-09-15,2021-09-13,user
540,568,534,6,1,2021-09-01,2021-09-15,2021-09-09,user
541,131,227,5,1,2021-09-02,2021-09-16,2021-09-12,user
542,197,424,4,1,2021-09-02,2021-09-16,2021-09-14,user
543,431,308,2,1,2021-09-03,2021-09-17,2021-09-15,user
544,681,282,6,1,2021-09-03,2021-09-17,2021-09-12,user
545,389,63,3,1,2021-09-03,2021-09-17,2021-09-13,user
546,694,571,1,1,2021-09-03,2021-09-17,2021-09-15,user
547,179,180,6,1,2021-09-03,2021-09-17,2021-09-16,user
548,631,438,6,2,2021-09-03,2021-09-17,2021-09-12,user
549,583,570,6,1,2021-09-03,2021-09-17,2021-09-12,user
550,309,508,4,2,2021-09-03,2021-09-17,2021-09-11,user
551,416,49,1,1,2021-09-03,2021-09-17,2021-09-16,user
552,562,353,5,2,2021-09-04,2021-09-18,2021-09-17,user
553,1,391,1,1,2021-09-05,2021-09-19,2021-09-16,user
554,312,538,4,1,2021-09-06,2021-09-20,2021-09-17,user
555,294,327,3,2,2021-09-06,2021-09-20,2021-09-20,user
556,216,427,1,2,2021-09-06,2021-09-20,2021-09-18,user
557,441,419,5,2,2021-09-06,2021-09-20,2021-09-18,user
558,594,153,3,1,2021-09-07,2021-09-21,2021-09-19,user
559,622,308,2,1,2021-09-07,2021-09-21,2021-09-15,user
560,671,386,2,2,2021-09-08,2021-09-22,2021-09-17,user
561,330,189,3,1,2021-09-08,2021-09-22,2021-09-19,user
562,477,551,5,1,2021-09-09,2021-09-23,2021-09-19,user
563,453,485,5,2,2021-09-10,2021-09-24,2021-09-24,system
564,453,247,1,1,2021-09-11,2021-09-25,2021-09-22,user
565,692,231,3,2,2021-09-11,2021-09-25,2021-09-20,user
566,757,553,1,1,2021-09-11,2021-09-25,2021-09-23,user
567,219,308,2,2,2021-09-12,2021-09-26,2021-09-21,user
568,524,148,4,1,2021-09-12,2021-09-26,2021-09-22,user
569,485,475,1,1,2021-09-12,2021-09-26,2021-09-20,user
570,174,60,6,2,2021-09-12,2021-09-26,2021-09-23,user
571,675,576,6,2,2021-09-12,2021-09-26,2021-09-24,user
572,87,423,3,1,2021-09-12,2021-09-26,2021-09-25,user
573,291,427,1,1,2021-09-13,2021-09-27,2021-09-21,user
574,528,571,1,1,2021-09-13,2021-09-27,2021-09-25,user
575,680,543,3,1,2021-09-14,2021-09-28,2021-09-25,user
576,649,138,6,2,2021-09-15,2021-09-29,2021-09-25,user
577,635,398,2,1,2021-09-16,2021-09-30,2021-09-24,user
578,344,249,3,1,2021-09-17,2021-10-01,2021-09-28,user
579,96,262,4,1,2021-09-17,2021-10-01,2021-09-29,user
580,241,209,5,2,2021-09-18,2021-10-02,2021-09-29,user
581,689,339,3,1,2021-09-18,2021-10-02,2021-10-02,user
582,318,81,3,1,2021-09-19,2021-10-03,2021-10-02,user
583,231,461,5,1,2021-09-19,2021-10-03,2021-09-28,user
584,204,380,2,2,2021-09-20,2021-10-04,2021-10-04,user
585,707,49,1,2,2021-09-20,2021-10-04,2021-09-29,user
586,151,95,5,1,2021-09-21,2021-10-05,2021-09-30,user
587,26,549,3,1,2021-09-21,2021-10-05,2021-10-02,user
588,48,196,4,2,2021-09-22,2021-10-06,2021-10-04,user
589,251,53,5,2,2021-09-23,2021-10-07,2021-10-02,user
590,990,435,3,1,2021-09-23,2021-10-07,2021-10-07,user
591,487,275,5,2,2021-09-24,2021-10-08,2021-10-05,user
592,626,387,3,1,2021-09-24,2021-10-08,2021-10-05,user
593,75,41,5,2,2021-09-24,2021-10-08,2021-10-07,user
594,467,75,3,1,2021-09-24,2021-10-08,2021-10-06,user
595,425,193,1,2,2021-09-24,2021-10-08,2021-10-03,user
596,645,573,3,2,2021-09-25,2021-10-09,2021-10-07,user
597,590,223,1,2,2021-09-25,2021-10-09,2021-10-07,user
598,200,491,5,1,2021-09-25,2021-10-09,2021-10-08,user
599,862,159,3,2,2021-09-25,2021-10-09,2021-10-08,user
600,394,214,4,2,2021-09-26,2021-10-10,2021-10-08,user
601,507,341,5,1,2021-09-26,2021-10-10,2021-10-05,user
602,410,311,5,2,2021-09-27,2021-10-11,2021-10-06,user
603,250,16,4,2,2021-09-27,2021-10-11,2021-10-05,user
604,152,217,1,1,2021-09-28,2021-10-12,2021-10-08,user
605,672,195,3,1,2021-09-29,2021-10-13,2021-10-13,system
606,705,121,1,2,2021-09-29,2021-10-13,2021-10-10,user
607,6,491,5,2,2021-09-29,2021-10-13,2021-10-09,user
608,110,249,3,2,2021-09-29,2021-10-13,2021-10-12,user
609,436,210,6,1,2021-09-30,2021-10-14,2021-10-12,user
610,225,407,5,1,2021-10-01,2021-10-15,2021-10-09,user
611,181,246,6,1,2021-10-01,2021-10-15,2021-10-09,user
612,531,566,2,1,2021-10-01,2021-10-15,2021-10-14,user
613,476,330,6,1,2021-10-02,2021-10-16,2021-10-13,user
614,52,290,2,2,2021-10-02,2021-10-16,2021-10-13,user
615,571,390,6,1,2021-10-02,2021-10-16,2021-10-12,user
616,256,478,4,2,2021-10-02,2021-10-16,2021-10-12,user
617,125,547,1,2,2021-10-03,2021-10-17,2021-10-12,user
618,759,538,4,1,2021-10-03,2021-10-17,2021-10-15,user
619,468,368,2,2,2021-10-04,2021-10-18,2021-10-14,user
620,137,316,4,1,2021-10-05,2021-10-19,2021-10-15,user
621,476,268,4,1,2021-10-05,2021-10-19,2021-10-17,user
622,684,369,3,2,2021-10-05,2021-10-19,2021-10-18,user
623,544,526,4,2,2021-10-05,2021-10-19,2021-10-13,user
624,573,510,6,2,2021-10-06,2021-10-20,2021-10-20,user
625,610,478,4,2,2021-10-06,2021-10-20,2021-10-16,user
626,325,101,5,2,2021-10-06,2021-10-20,2021-10-15,user
627,454,481,1,2,2021-10-07,2021-10-21,2021-10-17,user
628,628,328,4,2,2021-10-07,2021-10-21,2021-10-19,user
629,517,209,5,1,2021-10-07,2021-10-21,2021-10-21,system
630,437,380,2,2,2021-10-08,2021-10-22,2021-10-22,user
631,562,321,3,2,2021-10-09,2021-10-23,2021-10-20,user
632,457,424,4,1,2021-10-10,2021-10-24,2021-10-22,user
633,163,47,5,2,2021-10-11,2021-10-25,2021-10-20,user
634,487,577,1,2,2021-10-12,2021-10-26,2021-10-23,user
635,461,227,5,2,2021-10-13,2021-10-27,2021-10-21,user
636,266,150,6,2,2021-10-14,2021-10-28,2021-10-28,system
637,254,17,5,2,2021-10-15,2021-10-29,2021-10-24,user
638,653,268,4,2,2021-10-15,2021-10-29,2021-10-24,user
639,284,567,3,1,2021-10-15,2021-10-29,2021-10-28,user
640,534,599,5,1,2021-10-15,2021-10-29,2021-10-25,user
641,497,594,6,1,2021-10-15,2021-10-29,2021-10-24,user
642,642,428,2,2,2021-10-15,2021-10-29,2021-10-29,system
643,245,303,3,1,2021-10-15,2021-10-29,2021-10-28,user
644,282,157,1,1,2021-10-15,2021-10-29,2021-10-29,user
645,451,201,3,1,2021-10-15,2021-10-29,2021-10-23,user
646,80,338,2,2,2021-10-16,2021-10-30,2021-10-24,user
647,293,236,2,2,2021-10-17,2021-10-31,2021-10-30,user
648,241,389,5,1,2021-10-18,2021-11-01,2021-10-26,user
649,279,584,2,1,2021-10-19,2021-11-02,2021-10-28,user
650,344,252,6,2,2021-10-19,2021-11-02,2021-10-31,user
651,328,512,2,1,2021-10-20,2021-11-03,2021-10-29,user
652,554,564,6,1,2021-10-20,2021-11-03,2021-11-03,system
653,83,346,4,1,2021-10-21,2021-11-04,2021-11-04,system
654,142,264,6,2,2021-10-22,2021-11-05,2021-11-05,user
655,155,501,3,2,2021-10-23,2021-11-06,2021-11-02,user
656,237,503,5,1,2021-10-24,2021-11-07,2021-11-01,user
657,393,472,4,1,2021-10-24,2021-11-07,2021-11-03,user
658,157,173,5,2,2021-10-24,2021-11-07,2021-11-06,user
659,220,361,1,1,2021-10-24,2021-11-07,2021-11-07,system
660,66,174,6,2,2021-10-25,2021-11-08,2021-11-02,user
661,425,144,6,1,2021-10-25,2021-11-08,2021-11-04,user
662,418,560,2,1,2021-10-25,2021-11-08,2021-11-05,user
663,804,16,4,2,2021-10-25,2021-11-08,2021-11-06,user
664,339,501,3,2,2021-10-26,2021-11-09,2021-11-06,user
665,556,189,3,2,2021-10-26,2021-11-09,2021-11-03,user
666,478,556,4,2,2021-10-26,2021-11-09,2021-11-05,user
667,426,61,1,1,2021-10-26,2021-11-09,2021-11-04,user
668,64,537,3,1,2021-10-27,2021-11-10,2021-11-09,user
669,212,35,5,2,2021-10-28,2021-11-11,2021-11-09,user
670,431,77,5,2,2021-10-28,2021-11-11,2021-11-06,user
671,399,50,2,1,2021-10-29,2021-11-12,2021-11-07,user
672,599,7,1,1,2021-10-30,2021-11-13,2021-11-11,user
673,21,423,3,2,2021-10-30,2021-11-13,2021-11-11,user
674,590,141,3,1,2021-10-30,2021-11-13,2021-11-13,system
675,390,237,3,1,2021-10-31,2021-11-14,2021-11-10,user
676,489,70,4,1,2021-11-01,2021-11-15,2021-11-13,user
677,7,155,5,1,2021-11-01,2021-11-15,2021-11-12,user
678,361,10,4,1,2021-11-01,2021-11-15,2021-11-13,user
679,896,594,6,2,2021-11-01,2021-11-15,2021-11-09,user
680,306,224,2,2,2021-11-02,2021-11-16,2021-11-15,user
681,400,518,2,1,2021-11-02,2021-11-16,2021-11-11,user
682,430,467,5,1,2021-11-02,2021-11-16,2021-11-15,user
683,552,383,5,1,2021-11-02,2021-11-16,2021-11-15,user
684,560,62,2,1,2021-11-02,2021-11-16,2021-11-15,user
685,618,495,3,2,2021-11-02,2021-11-16,2021-11-10,user
686,226,500,2,2,2021-11-02,2021-11-16,2021-11-13,user
687,500,17,5,2,2021-11-02,2021-11-16,2021-11-14,user
688,225,7,1,2,2021-11-02,2021-11-16,2021-11-15,user
689,280,545,5,2,2021-11-03,2021-11-17,2021-11-15,user
690,447,565,1,1,2021-11-04,2021-11-18,2021-11-12,user
691,498,422,2,1,2021-11-04,2021-11-18,2021-11-14,user
692,30,13,1,1,2021-11-05,2021-11-19,2021-11-14,user
693,399,18,6,1,2021-11-05,2021-11-19,2021-11-13,user
694,345,543,3,2,2021-11-05,2021-11-19,2021-11-15,user
695,685,282,6,2,2021-11-05,2021-11-19,2021-11-14,user
696,696,549,3,2,2021-11-05,2021-11-19,2021-11-19,system
697,415,294,6,2,2021-11-06,2021-11-20,2021-11-19,user
698,170,18,6,1,2021-11-06,2021-11-20,2021-11-18,user
699,479,515,5,1,2021-11-06,2021-11-20,2021-11-16,user
700,716,481,1,2,2021-11-06,2021-11-20,2021-11-15,user
701,131,441,3,2,2021-11-07,2021-11-21,2021-11-15,user
702,638,184,4,2,2021-11-07,2021-11-21,2021-11-18,user
703,547,110,2,1,2021-11-07,2021-11-21,2021-11-20,user
704,717,210,6,1,2021-11-07,2021-11-21,2021-11-21,system
705,28,99,3,2,2021-11-08,2021-11-22,2021-11-16,user
706,404,537,3,1,2021-11-08,2021-11-22,2021-11-16,user
707,607,153,3,2,2021-11-08,2021-11-22,2021-11-19,user
708,973,264,6,2,2021-11-08,2021-11-22,2021-11-19,user
709,578,247,1,1,2021-11-09,2021-11-23,2021-11-22,user
710,679,197,5,1,2021-11-10,2021-11-24,2021-11-20,user
711,28,540,6,2,2021-11-11,2021-11-25,2021-11-24,user
712,86,259,1,2,2021-11-11,2021-11-25,2021-11-25,user
713,659,363,3,1,2021-11-12,2021-11-26,2021-11-25,user
714,439,274,4,2,2021-11-13,2021-11-27,2021-11-23,user
715,139,407,5,2,2021-11-13,2021-11-27,2021-11-27,system
716,473,81,3,2,2021-11-14,2021-11-28,2021-11-22,user
717,187,383,5,2,2021-11-14,2021-11-28,2021-11-22,user
718,52,416,2,2,2021-11-14,2021-11-28,2021-11-24,user
719,267,471,3,1,2021-11-15,2021-11-29,2021-11-29,system
720,389,579,3,2,2021-11-16,2021-11-30,2021-11-29,user
721,336,250,4,2,2021-11-17,2021-12-01,2021-11-28,user
722,217,232,4,2,2021-11-17,2021-12-01,2021-11-26,user
723,466,308,2,1,2021-11-17,2021-12-01,2021-11-28,user
724,335,83,5,2,2021-11-17,2021-12-01,2021-11-29,user
725,346,33,3,1,2021-11-18,2021-12-02,2021-12-01,user
726,389,96,6,2,2021-11-19,2021-12-03,2021-11-27,user
727,285,416,2,1,2021-11-20,2021-12-04,2021-11-30,user
728,432,389,5,2,2021-11-21,2021-12-05,2021-12-02,user
729,259,387,3,1,2021-11-21,2021-12-05,2021-12-05,system
730,84,566,2,1,2021-11-21,2021-12-05,2021-12-03,user
731,482,488,2,2,2021-11-22,2021-12-06,2021-12-04,user
732,20,58,4,2,2021-11-23,2021-12-07,2021-12-01,user
733,553,10,4,2,2021-11-23,2021-12-07,2021-12-02,user
734,54,176,2,1,2021-11-24,2021-12-08,2021-12-03,user
735,359,85,1,2,2021-11-24,2021-12-08,2021-12-06,user
736,230,512,2,1,2021-11-24,2021-12-08,2021-12-05,user
737,666,445,1,2,2021-11-24,2021-12-08,2021-12-06,user
738,71,340,4,1,2021-11-25,2021-12-09,2021-12-08,user
739,668,580,4,2,2021-11-26,2021-12-10,2021-12-04,user
740,42,98,2,2,2021-11-27,2021-12-11,2021-12-05,user
741,32,541,1,1,2021-11-28,2021-12-12,2021-12-07,user
742,254,44,2,1,2021-11-29,2021-12-13,2021-12-11,user
743,205,236,2,2,2021-11-30,2021-12-14,2021-12-10,user
744,21,217,1,2,2021-12-01,2021-12-15,2021-12-11,user
745,637,581,5,2,2021-12-02,2021-12-16,2021-12-13,user
746,157,487,1,1,2021-12-02,2021-12-16,2021-12-13,user
747,245,278,2,2,2021-12-02,2021-12-16,2021-12-15,user
748,130,48,6,1,2021-12-03,2021-12-17,2021-12-12,user
749,485,77,5,1,2021-12-03,2021-12-17,2021-12-11,user
750,686,288,6,2,2021-12-03,2021-12-17,2021-12-13,user
751,118,557,5,1,2021-12-04,2021-12-18,2021-12-17,user
752,578,578,2,1,2021-12-04,2021-12-18,2021-12-14,user
753,224,34,4,1,2021-12-05,2021-12-19,2021-12-15,user
754,477,184,4,2,2021-12-06,2021-12-20,2021-12-19,user
755,263,323,5,1,2021-12-06,2021-12-20,2021-12-16,user
756,378,17,5,1,2021-12-06,2021-12-20,2021-12-15,user
757,172,213,3,1,2021-12-06,2021-12-20,2021-12-18,user
758,621,148,4,1,2021-12-06,2021-12-20,2021-12-16,user
759,622,408,6,2,2021-12-06,2021-12-20,2021-12-20,system
760,118,79,1,1,2021-12-07,2021-12-21,2021-12-15,user
761,168,307,1,1,2021-12-07,2021-12-21,2021-12-20,user
762,319,167,5,1,2021-12-07,2021-12-21,2021-12-17,user
763,111,578,2,1,2021-12-08,2021-12-22,2021-12-19,user
764,593,247,1,2,2021-12-09,2021-12-23,2021-12-23,system
765,27,581,5,1,2021-12-09,2021-12-23,2021-12-17,user
766,320,399,3,1,2021-12-09,2021-12-23,2021-12-21,user
767,590,554,2,2,2021-12-09,2021-12-23,2021-12-19,user
768,694,340,4,2,2021-12-10,2021-12-24,2021-12-19,user
769,385,394,4,2,2021-12-11,2021-12-25,2021-12-20,user
770,407,144,6,2,2021-12-11,2021-12-25,2021-12-21,user
771,204,81,3,2,2021-12-12,2021-12-26,2021-12-23,user
772,78,513,3,2,2021-12-12,2021-12-26,2021-12-25,user
773,607,355,1,1,2021-12-12,2021-12-26,2021-12-21,user
774,643,55,1,2,2021-12-13,2021-12-27,2021-12-21,user
775,249,101,5,2,2021-12-14,2021-12-28,2021-12-27,user
776,105,448,4,1,2021-12-14,2021-12-28,2021-12-25,user
777,309,238,4,1,2021-12-15,2021-12-29,2021-12-27,user
778,701,78,6,1,2021-12-15,2021-12-29,2021-12-28,user
779,615,349,1,2,2021-12-15,2021-12-29,2021-12-27,user
780,124,407,5,2,2021-12-15,2021-12-29,2021-12-29,user
781,580,335,5,1,2021-12-15,2021-12-29,2021-12-28,user
782,43,31,1,2,2021-12-15,2021-12-29,2021-12-28,user
783,356,280,4,2,2021-12-15,2021-12-29,2021-12-24,user
784,546,462,6,1,2021-12-16,2021-12-30,2021-12-27,user
785,439,503,5,2,2021-12-16,2021-12-30,2021-12-25,user
786,745,197,5,2,2021-12-16,2021-12-30,2021-12-30,user
787,678,234,6,1,2021-12-17,2021-12-31,2021-12-29,user
788,380,365,5,2,2021-12-17,2021-12-31,2021-12-26,user
789,71,567,3,2,2021-12-17,2021-12-31,2021-12-28,user
790,934,236,2,1,2021-12-17,2021-12-31,2021-12-29,user
791,519,385,1,1,2021-12-18,2022-01-01,2021-12-28,user
792,664,443,5,1,2021-12-18,2022-01-01,2021-12-30,user
793,350,191,5,1,2021-12-19,2022-01-02,2021-12-29,user
794,13,600,6,2,2021-12-19,2022-01-02,2021-12-30,user
795,431,390,6,1,2021-12-19,2022-01-02,2021-12-31,user
796,502,88,4,2,2021-12-19,2022-01-02,2021-12-28,user
797,109,303,3,2,2021-12-19,2022-01-02,2021-12-28,user
798,444,253,1,2,2021-12-19,2022-01-02,2022-01-01,user
799,371,76,4,1,2021-12-20,2022-01-03,2021-12-29,user
800,651,85,1,2,2021-12-20,2022-01-03,2022-01-01,user
801,471,275,5,1,2021-12-21,2022-01-04,2022-01-02,user
802,157,158,2,2,2021-12-22,2022-01-05,2022-01-04,user
803,446,390,6,2,2021-12-22,2022-01-05,2022-01-05,system
804,181,158,2,2,2021-12-23,2022-01-06,2022-01-01,user
805,535,399,3,2,2021-12-24,2022-01-07,2022-01-07,system
806,667,325,1,1,2021-12-25,2022-01-08,2022-01-03,user
807,277,370,4,2,2021-12-25,2022-01-08,2022-01-04,user
808,631,110,2,2,2021-12-25,2022-01-08,2022-01-07,user
809,552,94,4,1,2021-12-26,2022-01-09,2022-01-08,user
810,496,6,6,2,2021-12-27,2022-01-10,2022-01-08,user
811,477,316,4,2,2021-12-28,2022-01-11,2022-01-06,user
812,447,456,6,2,2021-12-28,2022-01-11,2022-01-08,user
813,607,369,3,2,2021-12-29,2022-01-12,2022-01-12,system
814,275,277,1,2,2021-12-29,2022-01-12,2022-01-07,user
815,331,105,3,2,2021-12-29,2022-01-12,2022-01-11,user
816,252,136,4,1,2021-12-30,2022-01-13,2022-01-11,user
817,89,90,6,1,2021-12-31,2022-01-14,2022-01-09,user
818,286,192,6,1,2022-01-01,2022-01-15,2022-01-11,user
819,462,442,4,1,2022-01-01,2022-01-15,2022-01-09,user
820,250,460,4,2,2022-01-01,2022-01-15,2022-01-13,user
821,476,571,1,1,2022-01-01,2022-01-15,2022-01-13,user
822,584,569,5,2,2022-01-02,2022-01-16,2022-01-15,user
823,625,525,3,2,2022-01-02,2022-01-16,2022-01-10,user
824,685,418,4,1,2022-01-02,2022-01-16,2022-01-11,user
825,389,106,4,1,2022-01-03,2022-01-17,2022-01-13,user
826,345,27,3,1,2022-01-03,2022-01-17,2022-01-17,system
827,30,92,2,2,2022-01-03,2022-01-17,2022-01-12,user
828,507,363,3,1,2022-01-04,2022-01-18,2022-01-17,user
829,333,568,4,1,2022-01-04,2022-01-18,2022-01-12,user
830,187,96,6,2,2022-01-05,2022-01-19,2022-01-19,user
831,500,333,3,2,2022-01-05,2022-01-19,2022-01-15,user
832,218,395,5,1,2022-01-05,2022-01-19,2022-01-16,user
833,364,13,1,2,2022-01-06,2022-01-20,2022-01-17,user
834,265,299,5,2,2022-01-07,2022-01-21,2022-01-17,user
835,349,424,4,2,2022-01-07,2022-01-21,2022-01-18,user
836,287,398,2,2,2022-01-07,2022-01-21,2022-01-20,user
837,611,87,3,1,2022-01-08,2022-01-22,2022-01-22,system
838,283,573,3,2,2022-01-09,2022-01-23,2022-01-22,user
839,570,249,3,1,2022-01-09,2022-01-23,2022-01-22,user
840,11,586,4,1,2022-01-10,2022-01-24,2022-01-20,user
841,530,534,6,1,2022-01-10,2022-01-24,2022-01-19,user
842,196,174,6,1,2022-01-10,2022-01-24,2022-01-24,system
843,88,390,6,2,2022-01-10,2022-01-24,2022-01-19,user
844,248,174,6,2,2022-01-11,2022-01-25,2022-01-19,user
